DateExecuted,Type,MarketName,ContractName,Shares,Price,ProfitLoss,Fees,Risk,CreditDebit,URL
5/15/2019 8:20 PM,Sell No,How many tweets will @realDonaldTrump post from noon May 15 to noon May 22?,130-139,22,$0.90,$0.22,($0.022),($2.178),($1.980),https://www.predictit.org/markets/detail/5513
5/15/2019 8:08 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,160-169,25,$0.65,$1.50,($0.150),$14.750,$16.100,https://www.predictit.org/markets/detail/5493
5/15/2019 6:43 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,160-169,25,$0.59,$0.00,$0.000,($14.750),($14.750),https://www.predictit.org/markets/detail/5493
5/15/2019 5:02 PM,Sell No,How many tweets will @realDonaldTrump post from noon May 15 to noon May 22?,120-129,14,$0.90,$0.00,$0.000,($1.260),($1.260),https://www.predictit.org/markets/detail/5513
5/15/2019 5:02 PM,Sell No,How many tweets will @realDonaldTrump post from noon May 15 to noon May 22?,120-129,10,$0.90,$0.00,$0.000,($0.895),($0.895),https://www.predictit.org/markets/detail/5513
5/15/2019 4:46 PM,Buy No,How many tweets will @realDonaldTrump post from noon May 15 to noon May 22?,140-149,19,$0.90,$0.00,$0.000,$1.710,$1.710,https://www.predictit.org/markets/detail/5513
5/15/2019 4:46 PM,Buy No,How many tweets will @realDonaldTrump post from noon May 15 to noon May 22?,140-149,5,$0.89,$0.00,$0.000,$0.495,$0.495,https://www.predictit.org/markets/detail/5513
5/15/2019 3:44 PM,Buy No,Will any @joebiden tweet mention "Obama" noon 5/14 - noon 5/21?,No,5,$0.78,$0.00,$0.000,($3.900),($3.900),https://www.predictit.org/markets/detail/5512
5/15/2019 3:05 PM,Buy No,How many tweets will @realDonaldTrump post from noon May 15 to noon May 22?,130-139,2,$0.89,$0.00,$0.000,$0.198,$0.198,https://www.predictit.org/markets/detail/5513
5/15/2019 3:04 PM,Buy No,How many tweets will @realDonaldTrump post from noon May 15 to noon May 22?,130-139,5,$0.89,$0.00,$0.000,$0.495,$0.495,https://www.predictit.org/markets/detail/5513
5/15/2019 3:03 PM,Buy No,How many tweets will @realDonaldTrump post from noon May 15 to noon May 22?,130-139,17,$0.89,$0.00,$0.000,$1.683,$1.683,https://www.predictit.org/markets/detail/5513
5/15/2019 1:52 PM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,140-149,334,$0.98,$0.00,$0.000,($6.012),($6.012),https://www.predictit.org/markets/detail/5493
5/15/2019 1:52 PM,Buy No,How many tweets will @realDonaldTrump post from noon May 15 to noon May 22?,120-129,24,$0.90,$0.00,$0.000,($21.600),($21.600),https://www.predictit.org/markets/detail/5513
5/15/2019 12:55 PM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,15,$0.43,$0.75,($0.075),($8.370),($7.695),https://www.predictit.org/markets/detail/5493
5/15/2019 12:55 PM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,45,$0.43,$0.70,($0.070),($23.715),($23.085),https://www.predictit.org/markets/detail/5493
5/15/2019 12:26 PM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,15,$0.38,$0.00,$0.000,$8.370,$8.370,https://www.predictit.org/markets/detail/5493
5/15/2019 12:11 PM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,25,$0.41,$0.00,$0.000,$13.275,$13.275,https://www.predictit.org/markets/detail/5493
5/15/2019 12:08 PM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,20,$0.42,$0.00,$0.000,$10.440,$10.440,https://www.predictit.org/markets/detail/5493
5/15/2019 11:32 AM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,23,$0.41,$0.92,($0.092),($13.041),($12.213),https://www.predictit.org/markets/detail/5493
5/15/2019 11:31 AM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,71,$0.39,$1.42,($0.142),($40.257),($38.979),https://www.predictit.org/markets/detail/5493
5/15/2019 11:31 AM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,25,$0.40,$0.56,($0.056),($14.004),($13.500),https://www.predictit.org/markets/detail/5493
5/15/2019 11:28 AM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,30,$0.40,($0.60),$0.000,($15.660),($16.260),https://www.predictit.org/markets/detail/5493
5/15/2019 11:28 AM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,1,$0.40,$0.02,($0.002),($0.558),($0.540),https://www.predictit.org/markets/detail/5493
5/15/2019 11:00 AM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,100,$0.37,$0.00,$0.000,$56.700,$56.700,https://www.predictit.org/markets/detail/5493
5/15/2019 10:46 AM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,20,$0.38,$0.00,$0.000,$11.160,$11.160,https://www.predictit.org/markets/detail/5493
5/15/2019 10:32 AM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,30,$0.42,$0.00,$0.000,$15.660,$15.660,https://www.predictit.org/markets/detail/5493
5/14/2019 10:21 PM,Buy No,Will any @joebiden tweet mention "Obama" noon 5/14 - noon 5/21?,No,10,$0.83,$0.00,$0.000,($8.300),($8.300),https://www.predictit.org/markets/detail/5512
5/14/2019 10:12 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,150-159,1,$0.02,($0.05),$0.000,$0.070,$0.020,https://www.predictit.org/markets/detail/5493
5/14/2019 10:12 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,150-159,49,$0.03,($2.71),$0.000,$4.180,$1.470,https://www.predictit.org/markets/detail/5493
5/14/2019 9:40 PM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,160-169,25,$0.71,$2.75,($0.275),($9.000),($6.525),https://www.predictit.org/markets/detail/5493
5/14/2019 9:31 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,150-159,25,$0.07,$0.00,$0.000,($1.750),($1.750),https://www.predictit.org/markets/detail/5493
5/14/2019 9:30 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,11,$0.66,$0.88,($0.088),$6.380,$7.172,https://www.predictit.org/markets/detail/5493
5/14/2019 9:28 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,1,$0.66,$0.08,($0.008),$0.580,$0.652,https://www.predictit.org/markets/detail/5493
5/14/2019 9:27 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,6,$0.66,$0.48,($0.048),$3.480,$3.912,https://www.predictit.org/markets/detail/5493
5/14/2019 7:42 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,7,$0.60,$0.14,($0.014),$4.060,$4.186,https://www.predictit.org/markets/detail/5493
5/14/2019 7:36 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,24,$0.58,$0.00,$0.000,$13.920,$13.920,https://www.predictit.org/markets/detail/5493
5/14/2019 7:36 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,1,$0.60,$0.02,($0.002),$0.580,$0.598,https://www.predictit.org/markets/detail/5493
5/14/2019 7:36 PM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,160-169,25,$0.60,$0.00,$0.000,$9.000,$9.000,https://www.predictit.org/markets/detail/5493
5/14/2019 7:23 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,50,$0.58,$0.00,$0.000,($29.000),($29.000),https://www.predictit.org/markets/detail/5493
5/14/2019 7:15 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,150-159,25,$0.10,$0.00,$0.000,($2.500),($2.500),https://www.predictit.org/markets/detail/5493
5/14/2019 5:21 PM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,140-149,334,$0.98,$0.00,$0.000,$6.012,$6.012,https://www.predictit.org/markets/detail/5493
5/14/2019 5:16 PM,Buy No,Will any @joebiden tweet mention "Obama" noon 5/14 - noon 5/21?,No,20,$0.82,$0.00,$0.000,($16.400),($16.400),https://www.predictit.org/markets/detail/5512
5/14/2019 4:56 PM,Buy No,Will any @joebiden tweet mention "Obama" noon 5/14 - noon 5/21?,No,100,$0.82,$0.00,$0.000,($82.000),($82.000),https://www.predictit.org/markets/detail/5512
5/14/2019 1:43 PM,Buy No,Will Ivanka Trump publicly testify before Congress by May 31?,No,858,$0.99,$0.00,$0.000,($849.420),($849.420),https://www.predictit.org/markets/detail/5309
5/14/2019 12:36 PM,Closed,Will any @joebiden tweet mention "clown" noon 5/7 - noon 5/14?,No,902,$1.00,$52.05,($5.205),$849.950,$896.795,https://www.predictit.org/markets/detail/5490
5/14/2019 12:35 PM,Closed,How many @realDonaldTrump tweets mention "tariff" noon 5/7 - noon 5/14?,4,36,$0.00,($4.67),$0.000,$4.670,$0.000,https://www.predictit.org/markets/detail/5488
5/14/2019 12:35 PM,Closed,How many @realDonaldTrump tweets mention "tariff" noon 5/7 - noon 5/14?,5,52,$0.00,($7.70),$0.000,$7.700,$0.000,https://www.predictit.org/markets/detail/5488
5/14/2019 12:35 PM,Closed,How many @realDonaldTrump tweets mention "tariff" noon 5/7 - noon 5/14?,6,21,$0.00,($3.14),$0.000,$3.140,$0.000,https://www.predictit.org/markets/detail/5488
5/14/2019 12:24 PM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,334,$0.99,$0.00,$0.000,$3.006,$3.006,https://www.predictit.org/markets/detail/5493
5/14/2019 10:02 AM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,25,$0.45,$1.75,($0.175),($13.950),($12.375),https://www.predictit.org/markets/detail/5493
5/14/2019 9:17 AM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,25,$0.38,$0.00,$0.000,$13.950,$13.950,https://www.predictit.org/markets/detail/5493
5/14/2019 8:40 AM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,140-149,25,$0.02,($1.25),$0.000,$1.750,$0.500,https://www.predictit.org/markets/detail/5493
5/14/2019 8:40 AM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,140-149,52,$0.02,($2.60),$0.000,$3.640,$1.040,https://www.predictit.org/markets/detail/5493
5/14/2019 8:40 AM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,23,$0.33,($3.91),$0.000,($10.350),($14.260),https://www.predictit.org/markets/detail/5493
5/14/2019 8:40 AM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,7,$0.35,($1.05),$0.000,($3.150),($4.200),https://www.predictit.org/markets/detail/5493
5/13/2019 10:35 PM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,30,$0.50,$0.00,$0.000,$13.500,$13.500,https://www.predictit.org/markets/detail/5493
5/13/2019 9:28 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,140-149,25,$0.07,$0.00,$0.000,($1.750),($1.750),https://www.predictit.org/markets/detail/5493
5/13/2019 8:44 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,140-149,52,$0.07,$0.00,$0.000,($3.640),($3.640),https://www.predictit.org/markets/detail/5493
5/13/2019 6:50 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,9,$0.45,($0.54),$0.000,$4.590,$4.050,https://www.predictit.org/markets/detail/5493
5/13/2019 6:50 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,102,$0.45,($8.16),$0.000,$54.060,$45.900,https://www.predictit.org/markets/detail/5493
5/13/2019 6:50 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,48,$0.46,($3.36),$0.000,$25.440,$22.080,https://www.predictit.org/markets/detail/5493
5/13/2019 6:49 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,160-169,1,$0.26,$0.03,($0.003),$0.230,$0.257,https://www.predictit.org/markets/detail/5493
5/13/2019 6:45 PM,Sell No,Which party will win the 2019 Louisiana gubernatorial race?,Republican,1,$0.58,$0.08,($0.008),$0.500,$0.572,https://www.predictit.org/markets/detail/5267
5/13/2019 6:14 PM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,120-129,334,$0.99,$0.00,$0.000,$2.686,$2.686,https://www.predictit.org/markets/detail/5493
5/13/2019 6:13 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,9,$0.51,$0.00,$0.000,($4.590),($4.590),https://www.predictit.org/markets/detail/5493
5/13/2019 6:07 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,51,$0.53,$0.00,$0.000,($27.030),($27.030),https://www.predictit.org/markets/detail/5493
5/13/2019 6:06 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,160-169,1,$0.23,$0.00,$0.000,($0.230),($0.230),https://www.predictit.org/markets/detail/5493
5/13/2019 6:02 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,150-159,1,$0.17,$0.03,($0.003),$0.140,$0.167,https://www.predictit.org/markets/detail/5493
5/13/2019 6:02 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,150-159,48,$0.17,$1.44,($0.144),$6.720,$8.016,https://www.predictit.org/markets/detail/5493
5/13/2019 6:00 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,99,$0.53,$0.00,$0.000,($52.470),($52.470),https://www.predictit.org/markets/detail/5493
5/13/2019 5:58 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,46,$0.02,($1.84),$0.000,$2.760,$0.920,https://www.predictit.org/markets/detail/5493
5/13/2019 5:58 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,403,$0.02,($24.35),$0.000,$32.410,$8.060,https://www.predictit.org/markets/detail/5493
5/13/2019 5:57 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,150-159,64,$0.15,($1.70),$0.000,$11.300,$9.600,https://www.predictit.org/markets/detail/5493
5/13/2019 5:57 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,150-159,186,$0.15,$5.00,($0.500),$22.900,$27.400,https://www.predictit.org/markets/detail/5493
5/13/2019 5:54 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,140-149,64,$0.06,($2.56),$0.000,$6.400,$3.840,https://www.predictit.org/markets/detail/5493
5/13/2019 5:54 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,140-149,169,$0.06,($10.52),$0.000,$20.660,$10.140,https://www.predictit.org/markets/detail/5493
5/13/2019 5:54 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,140-149,217,$0.07,($15.49),$0.000,$30.680,$15.190,https://www.predictit.org/markets/detail/5493
5/13/2019 5:54 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,140-149,35,$0.07,$0.00,$0.000,$2.450,$2.450,https://www.predictit.org/markets/detail/5493
5/13/2019 5:54 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,140-149,25,$0.08,($1.75),$0.000,$3.750,$2.000,https://www.predictit.org/markets/detail/5493
5/13/2019 5:48 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,140-149,64,$0.10,$0.00,$0.000,($6.400),($6.400),https://www.predictit.org/markets/detail/5493
5/13/2019 5:47 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,140-149,6,$0.10,$0.00,$0.000,($0.600),($0.600),https://www.predictit.org/markets/detail/5493
5/13/2019 5:43 PM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,50,$0.49,($4.00),$0.000,($19.350),($23.350),https://www.predictit.org/markets/detail/5493
5/13/2019 5:43 PM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,75,$0.49,($9.75),$0.000,($25.650),($35.400),https://www.predictit.org/markets/detail/5493
5/13/2019 5:43 PM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,82,$0.50,($4.27),$0.000,($26.390),($30.660),https://www.predictit.org/markets/detail/5493
5/13/2019 5:43 PM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,193,$0.50,$27.44,($2.744),($72.626),($47.930),https://www.predictit.org/markets/detail/5493
5/13/2019 5:42 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,150-159,1,$0.24,$0.11,($0.011),$0.130,$0.229,https://www.predictit.org/markets/detail/5493
5/13/2019 5:38 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,140-149,49,$0.11,$0.00,$0.000,($5.390),($5.390),https://www.predictit.org/markets/detail/5493
5/13/2019 5:38 PM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,50,$0.57,$0.00,$0.000,($26.237),($26.237),https://www.predictit.org/markets/detail/5493
5/13/2019 5:38 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,50,$0.06,$0.00,$0.000,($3.000),($3.000),https://www.predictit.org/markets/detail/5493
5/13/2019 5:37 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,150-159,84,$0.24,$9.24,($0.924),$10.920,$19.236,https://www.predictit.org/markets/detail/5493
5/13/2019 5:24 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,94,$0.10,$1.22,($0.122),$8.180,$9.278,https://www.predictit.org/markets/detail/5493
5/13/2019 5:24 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,140-149,1,$0.11,$0.00,$0.000,($0.110),($0.110),https://www.predictit.org/markets/detail/5493
5/13/2019 5:21 PM,Buy No,Which party will win the 2019 Louisiana gubernatorial race?,Republican,30,$0.49,$0.00,$0.000,($14.700),($14.700),https://www.predictit.org/markets/detail/5267
5/13/2019 5:07 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,140-149,50,$0.12,$0.00,$0.000,($6.000),($6.000),https://www.predictit.org/markets/detail/5493
5/13/2019 5:06 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,6,$0.10,$0.06,($0.006),$0.540,$0.594,https://www.predictit.org/markets/detail/5493
5/13/2019 4:45 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,140-149,50,$0.14,$0.00,$0.000,($7.000),($7.000),https://www.predictit.org/markets/detail/5493
5/13/2019 4:37 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,249,$0.08,$0.00,$0.000,($19.920),($19.920),https://www.predictit.org/markets/detail/5493
5/13/2019 4:32 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,106,$0.08,$0.00,$0.000,($8.480),($8.480),https://www.predictit.org/markets/detail/5493
5/13/2019 4:29 PM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,51,$0.62,$0.00,$0.000,$17.442,$17.442,https://www.predictit.org/markets/detail/5493
5/13/2019 4:29 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,25,$0.09,$0.00,$0.000,($2.250),($2.250),https://www.predictit.org/markets/detail/5493
5/13/2019 4:28 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,150-159,1,$0.23,$0.10,($0.010),$0.130,$0.220,https://www.predictit.org/markets/detail/5493
5/13/2019 4:12 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,1,$0.09,$0.00,$0.000,$0.090,$0.090,https://www.predictit.org/markets/detail/5493
5/13/2019 4:12 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,150-159,3,$0.23,$0.30,($0.030),$0.390,$0.660,https://www.predictit.org/markets/detail/5493
5/13/2019 4:04 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,1,$0.11,$0.02,($0.002),$0.090,$0.108,https://www.predictit.org/markets/detail/5493
5/13/2019 4:03 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,47,$0.08,$0.00,$0.000,($3.760),($3.760),https://www.predictit.org/markets/detail/5493
5/13/2019 4:01 PM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,50,$0.62,$0.00,$0.000,$17.100,$17.100,https://www.predictit.org/markets/detail/5493
5/13/2019 3:58 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,1,$0.11,$0.02,($0.002),$0.090,$0.108,https://www.predictit.org/markets/detail/5493
5/13/2019 3:57 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,150-159,1,$0.23,$0.10,($0.010),$0.130,$0.220,https://www.predictit.org/markets/detail/5493
5/13/2019 3:51 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,22,$0.09,$0.00,$0.000,$1.980,$1.980,https://www.predictit.org/markets/detail/5493
5/13/2019 3:40 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,1,$0.11,$0.02,($0.002),$0.090,$0.108,https://www.predictit.org/markets/detail/5493
5/13/2019 3:38 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,1,$0.11,$0.02,($0.002),$0.090,$0.108,https://www.predictit.org/markets/detail/5493
5/13/2019 3:36 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,1,$0.11,$0.02,($0.002),$0.090,$0.108,https://www.predictit.org/markets/detail/5493
5/13/2019 3:35 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,54,$0.09,$0.00,$0.000,($4.860),($4.860),https://www.predictit.org/markets/detail/5493
5/13/2019 3:27 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,45,$0.09,$0.00,$0.000,($4.050),($4.050),https://www.predictit.org/markets/detail/5493
5/13/2019 3:05 PM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,100,$0.65,$9.04,($0.904),($39.636),($31.500),https://www.predictit.org/markets/detail/5493
5/13/2019 3:04 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,1,$0.09,$0.00,$0.000,($0.090),($0.090),https://www.predictit.org/markets/detail/5493
5/13/2019 3:03 PM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,1,$0.67,$0.11,($0.011),($0.396),($0.297),https://www.predictit.org/markets/detail/5493
5/13/2019 2:53 PM,Buy No,Which party will win the 2019 Louisiana gubernatorial race?,Republican,20,$0.50,$0.00,$0.000,($10.000),($10.000),https://www.predictit.org/markets/detail/5267
5/13/2019 2:25 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,3,$0.10,$0.15,($0.015),$0.150,$0.285,https://www.predictit.org/markets/detail/5493
5/13/2019 2:19 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,140-149,44,$0.12,$0.00,$0.000,($5.280),($5.280),https://www.predictit.org/markets/detail/5493
5/13/2019 2:17 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,3,$0.05,$0.00,$0.000,($0.150),($0.150),https://www.predictit.org/markets/detail/5493
5/13/2019 2:14 PM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,119-,3,$0.94,$0.00,$0.000,($2.711),($2.711),https://www.predictit.org/markets/detail/5493
5/13/2019 2:13 PM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,119-,1,$0.94,$0.00,$0.000,$0.054,$0.054,https://www.predictit.org/markets/detail/5493
5/13/2019 2:01 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,160-169,1,$0.20,$0.06,($0.006),$0.140,$0.194,https://www.predictit.org/markets/detail/5493
5/13/2019 2:01 PM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,160-169,1,$0.20,$0.06,($0.006),$0.140,$0.194,https://www.predictit.org/markets/detail/5493
5/13/2019 1:37 PM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,119-,100,$0.96,$0.00,$0.000,$3.600,$3.600,https://www.predictit.org/markets/detail/5493
5/13/2019 1:32 PM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,120-129,20,$0.97,($0.20),$0.000,($0.360),($0.560),https://www.predictit.org/markets/detail/5493
5/13/2019 1:32 PM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,120-129,5,$0.97,($0.05),$0.000,($0.090),($0.140),https://www.predictit.org/markets/detail/5493
5/13/2019 1:32 PM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,140-149,11,$0.11,$0.00,$0.000,($1.210),($1.210),https://www.predictit.org/markets/detail/5493
5/13/2019 11:38 AM,Sell No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,25,$0.96,($0.25),$0.000,($0.675),($0.925),https://www.predictit.org/markets/detail/5493
5/13/2019 11:37 AM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,150-159,71,$0.14,$0.00,$0.000,($9.940),($9.940),https://www.predictit.org/markets/detail/5493
5/13/2019 11:37 AM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,140-149,35,$0.07,$0.00,$0.000,($2.450),($2.450),https://www.predictit.org/markets/detail/5493
5/13/2019 10:20 AM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,119-,230,$0.99,$0.00,$0.000,$2.070,$2.070,https://www.predictit.org/markets/detail/5493
5/13/2019 10:14 AM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,25,$0.97,$0.00,$0.000,$0.675,$0.675,https://www.predictit.org/markets/detail/5493
5/13/2019 10:14 AM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,120-129,25,$0.98,$0.00,$0.000,$0.450,$0.450,https://www.predictit.org/markets/detail/5493
5/13/2019 9:38 AM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,160-169,1,$0.14,$0.00,$0.000,($0.140),($0.140),https://www.predictit.org/markets/detail/5493
5/13/2019 9:36 AM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,150-159,75,$0.11,$0.00,$0.000,($8.250),($8.250),https://www.predictit.org/markets/detail/5493
5/13/2019 9:08 AM,Buy Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,160-169,1,$0.14,$0.00,$0.000,($0.140),($0.140),https://www.predictit.org/markets/detail/5493
5/13/2019 9:02 AM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,23,$0.02,($1.38),$0.000,$1.840,$0.460,https://www.predictit.org/markets/detail/5493
5/13/2019 9:02 AM,Sell Yes,How many tweets will @whitehouse post from noon May 9 to noon May 16?,130-139,200,$0.02,($10.00),$0.000,$14.000,$4.000,https://www.predictit.org/markets/detail/5493
5/13/2019 8:57 AM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,100,$0.33,$0.00,$0.000,($33.000),($33.000),https://www.predictit.org/markets/detail/5493
5/13/2019 8:47 AM,Buy No,How many tweets will @whitehouse post from noon May 9 to noon May 16?,170,50,$0.30,$0.00,$0.000,($15.000),($15.000),https://www.predictit.org/markets/detail/5493
